# Simulation 6 (Up to date)
# 13481 data points written for 4 variables.
# Simulation warnings:
#   Listeners modified the flight simulation
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (110 ft/s)
#   Forward end of airframe is open (radius is > 0):  "Transition"
#
# Time (s),Longitudinal moment of inertia (kg·m²),Corrective moment coefficient (),Damping moment coefficient (​)
512.911,0.049,8.38e4,0.176
512.961,0.049,8.378e4,0.176
513.011,0.049,8.377e4,0.175
513.061,0.049,8.376e4,0.175
513.111,0.049,8.375e4,0.175
513.161,0.049,8.373e4,0.175
513.211,0.049,8.372e4,0.175
513.261,0.049,8.371e4,0.174
513.311,0.049,8.37e4,0.174
513.361,0.049,8.368e4,0.174
513.411,0.049,8.367e4,0.174
513.461,0.049,8.366e4,0.174
513.511,0.049,8.364e4,0.174
513.561,0.049,8.363e4,0.175
513.611,0.049,8.362e4,0.175
513.661,0.049,8.361e4,0.175
513.711,0.049,8.359e4,0.175
513.761,0.049,8.358e4,0.175
513.811,0.049,8.357e4,0.176
513.861,0.049,8.356e4,0.176
513.911,0.049,8.354e4,0.176
513.961,0.049,8.353e4,0.176
514.011,0.049,8.352e4,0.176
514.061,0.049,8.35e4,0.175
514.111,0.049,8.349e4,0.175
514.161,0.049,8.348e4,0.175
514.211,0.049,8.347e4,0.175
514.261,0.049,8.345e4,0.175
514.311,0.049,8.344e4,0.175
514.361,0.049,8.343e4,0.175
514.411,0.049,8.342e4,0.175
514.461,0.049,8.34e4,0.175
514.511,0.049,8.339e4,0.175
514.561,0.049,8.338e4,0.175
514.611,0.049,8.337e4,0.175
514.661,0.049,8.335e4,0.175
514.711,0.049,8.334e4,0.175
514.761,0.049,8.333e4,0.175
514.811,0.049,8.331e4,0.175
514.861,0.049,8.33e4,0.175
514.911,0.049,8.329e4,0.175
514.961,0.049,8.328e4,0.175
515.011,0.049,8.326e4,0.175
515.061,0.049,8.325e4,0.175
515.111,0.049,8.324e4,0.175
515.161,0.049,8.323e4,0.175
515.211,0.049,8.321e4,0.175
515.261,0.049,8.32e4,0.175
515.311,0.049,8.319e4,0.175
515.361,0.049,8.318e4,0.175
515.411,0.049,8.316e4,0.175
515.461,0.049,8.315e4,0.175
515.511,0.049,8.314e4,0.175
515.561,0.049,8.312e4,0.175
515.611,0.049,8.311e4,0.176
515.661,0.049,8.31e4,0.176
515.711,0.049,8.309e4,0.176
515.761,0.049,8.307e4,0.176
515.811,0.049,8.306e4,0.176
515.861,0.049,8.305e4,0.176
515.911,0.049,8.304e4,0.176
515.961,0.049,8.302e4,0.175
516.011,0.049,8.301e4,0.175
516.061,0.049,8.3e4,0.175
516.111,0.049,8.299e4,0.175
516.161,0.049,8.297e4,0.175
516.211,0.049,8.296e4,0.175
516.261,0.049,8.295e4,0.175
516.311,0.049,8.294e4,0.175
516.361,0.049,8.292e4,0.175
516.411,0.049,8.291e4,0.175
516.461,0.049,8.29e4,0.175
516.511,0.049,8.288e4,0.175
516.561,0.049,8.287e4,0.175
516.611,0.049,8.286e4,0.175
516.661,0.049,8.285e4,0.175
516.711,0.049,8.283e4,0.175
516.761,0.049,8.282e4,0.175
516.811,0.049,8.281e4,0.175
516.861,0.049,8.28e4,0.175
516.911,0.049,8.278e4,0.174
516.961,0.049,8.277e4,0.175
517.011,0.049,8.276e4,0.175
517.061,0.049,8.275e4,0.175
517.111,0.049,8.273e4,0.175
517.161,0.049,8.272e4,0.175
517.211,0.049,8.271e4,0.175
517.261,0.049,8.269e4,0.175
517.311,0.049,8.268e4,0.175
517.361,0.049,8.267e4,0.175
517.411,0.049,8.266e4,0.175
517.461,0.049,8.264e4,0.175
517.511,0.049,8.263e4,0.175
517.561,0.049,8.262e4,0.175
517.611,0.049,8.261e4,0.175
517.661,0.049,8.259e4,0.175
517.711,0.049,8.258e4,0.175
517.761,0.049,8.257e4,0.175
517.811,0.049,8.256e4,0.175
517.861,0.049,8.254e4,0.175
517.911,0.049,8.253e4,0.175
517.961,0.049,8.252e4,0.175
518.011,0.049,8.25e4,0.176
518.061,0.049,8.249e4,0.176
518.111,0.049,8.248e4,0.176
518.161,0.049,8.247e4,0.176
518.211,0.049,8.245e4,0.175
518.261,0.049,8.244e4,0.176
518.311,0.049,8.243e4,0.176
518.361,0.049,8.242e4,0.176
518.411,0.049,8.24e4,0.176
518.461,0.049,8.239e4,0.176
518.511,0.049,8.238e4,0.176
518.561,0.049,8.237e4,0.176
518.611,0.049,8.235e4,0.176
518.661,0.049,8.234e4,0.176
518.711,0.049,8.233e4,0.176
518.761,0.049,8.232e4,0.176
518.811,0.049,8.23e4,0.176
518.861,0.049,8.229e4,0.176
518.911,0.049,8.228e4,0.176
518.961,0.049,8.226e4,0.176
519.011,0.049,8.225e4,0.177
519.061,0.049,8.224e4,0.177
519.111,0.049,8.223e4,0.178
519.161,0.049,8.221e4,0.178
519.211,0.049,8.22e4,0.178
519.261,0.049,8.219e4,0.178
519.311,0.049,8.218e4,0.178
519.361,0.049,8.216e4,0.178
519.411,0.049,8.215e4,0.178
519.461,0.049,8.214e4,0.177
519.511,0.049,8.213e4,0.177
519.561,0.049,8.211e4,0.177
519.611,0.049,8.21e4,0.176
519.661,0.049,8.209e4,0.176
519.711,0.049,8.208e4,0.176
519.761,0.049,8.206e4,0.176
519.811,0.049,8.205e4,0.176
519.861,0.049,8.204e4,0.176
519.911,0.049,8.203e4,0.176
519.961,0.049,8.201e4,0.176
520.011,0.049,8.2e4,0.176
520.061,0.049,8.199e4,0.177
520.111,0.049,8.198e4,0.177
520.161,0.049,8.196e4,0.176
520.211,0.049,8.195e4,0.177
520.261,0.049,8.194e4,0.177
520.311,0.049,8.193e4,0.177
520.361,0.049,8.191e4,0.177
520.411,0.049,8.19e4,0.177
520.461,0.049,8.189e4,0.177
520.511,0.049,8.188e4,0.176
520.561,0.049,8.186e4,0.176
520.611,0.049,8.185e4,0.176
520.661,0.049,8.184e4,0.176
520.711,0.049,8.183e4,0.176
520.761,0.049,8.181e4,0.176
520.811,0.049,8.18e4,0.177
520.861,0.049,8.179e4,0.177
520.911,0.049,8.178e4,0.177
520.961,0.049,8.176e4,0.177
521.011,0.049,8.175e4,0.177
521.061,0.049,8.174e4,0.178
521.111,0.049,8.173e4,0.178
521.161,0.049,8.171e4,0.178
521.211,0.049,8.17e4,0.178
521.261,0.049,8.169e4,0.178
521.311,0.049,8.168e4,0.178
521.361,0.049,8.166e4,0.177
521.411,0.049,8.165e4,0.177
521.461,0.049,8.164e4,0.177
521.511,0.049,8.163e4,0.176
521.561,0.049,8.161e4,0.176
521.611,0.049,8.16e4,0.176
521.661,0.049,8.159e4,0.176
521.711,0.049,8.158e4,0.176
521.761,0.049,8.156e4,0.176
521.811,0.049,8.155e4,0.176
521.861,0.049,8.154e4,0.176
521.911,0.049,8.153e4,0.176
521.961,0.049,8.151e4,0.176
522.011,0.049,8.15e4,0.176
522.061,0.049,8.149e4,0.177
522.111,0.049,8.148e4,0.177
522.161,0.049,8.146e4,0.177
522.211,0.049,8.145e4,0.177
522.261,0.049,8.144e4,0.177
522.311,0.049,8.143e4,0.177
522.361,0.049,8.141e4,0.177
522.411,0.049,8.14e4,0.177
522.461,0.049,8.139e4,0.176
522.511,0.049,8.138e4,0.176
522.561,0.049,8.137e4,0.176
522.611,0.049,8.135e4,0.176
522.661,0.049,8.134e4,0.176
522.711,0.049,8.133e4,0.176
522.761,0.049,8.132e4,0.176
522.811,0.049,8.13e4,0.177
522.861,0.049,8.129e4,0.176
522.911,0.049,8.128e4,0.176
522.961,0.049,8.127e4,0.177
523.011,0.049,8.126e4,0.177
523.061,0.049,8.124e4,0.177
523.111,0.049,8.123e4,0.177
523.161,0.049,8.122e4,0.177
523.211,0.049,8.121e4,0.177
523.261,0.049,8.12e4,0.176
523.311,0.049,8.119e4,0.176
523.361,0.049,8.117e4,0.176
523.411,0.049,8.116e4,0.176
523.461,0.049,8.115e4,0.176
523.511,0.049,8.114e4,0.176
523.561,0.049,8.113e4,0.176
523.611,0.049,8.111e4,0.175
523.661,0.049,8.11e4,0.175
523.711,0.049,8.109e4,0.176
523.761,0.049,8.108e4,0.176
523.811,0.049,8.107e4,0.177
523.861,0.049,8.106e4,0.176
523.911,0.049,8.104e4,0.177
523.961,0.049,8.103e4,0.177
524.011,0.049,8.102e4,0.177
524.061,0.049,8.101e4,0.177
524.111,0.049,8.1e4,0.176
524.161,0.049,8.098e4,0.176
524.211,0.049,8.097e4,0.176
524.261,0.049,8.096e4,0.176
524.311,0.049,8.095e4,0.176
524.361,0.049,8.094e4,0.176
524.411,0.049,8.093e4,0.176
524.461,0.049,8.091e4,0.175
524.511,0.049,8.09e4,0.176
524.561,0.049,8.089e4,0.176
524.611,0.049,8.088e4,0.176
524.661,0.049,8.087e4,0.176
524.711,0.049,8.085e4,0.177
524.761,0.049,8.084e4,0.177
524.811,0.049,8.083e4,0.177
524.861,0.049,8.082e4,0.178
524.911,0.049,8.081e4,0.178
524.961,0.049,8.08e4,0.178
525.011,0.049,8.078e4,0.178
525.061,0.049,8.077e4,0.178
525.111,0.049,8.076e4,0.178
525.161,0.049,8.075e4,0.178
525.211,0.049,8.074e4,0.178
525.261,0.049,8.072e4,0.177
525.311,0.049,8.071e4,0.178
525.361,0.049,8.07e4,0.177
525.411,0.049,8.069e4,0.177
525.461,0.049,8.068e4,0.177
525.511,0.049,8.067e4,0.177
525.561,0.049,8.065e4,0.177
525.611,0.049,8.064e4,0.177
525.661,0.049,8.063e4,0.177
525.711,0.049,8.062e4,0.177
525.761,0.049,8.061e4,0.177
525.811,0.049,8.059e4,0.178
525.861,0.049,8.058e4,0.178
525.911,0.049,8.057e4,0.178
525.961,0.049,8.056e4,0.178
526.011,0.049,8.055e4,0.178
526.061,0.049,8.054e4,0.178
526.111,0.049,8.052e4,0.177
526.161,0.049,8.051e4,0.177
526.211,0.049,8.05e4,0.177
526.261,0.049,8.049e4,0.176
526.311,0.049,8.048e4,0.176
526.361,0.049,8.047e4,0.176
526.411,0.049,8.045e4,0.176
526.461,0.049,8.044e4,0.176
526.511,0.049,8.043e4,0.176
526.561,0.049,8.042e4,0.176
526.611,0.049,8.041e4,0.177
526.661,0.049,8.039e4,0.177
526.711,0.049,8.038e4,0.177
526.761,0.049,8.037e4,0.177
526.811,0.049,8.036e4,0.178
526.861,0.049,8.035e4,0.178
526.911,0.049,8.034e4,0.178
526.961,0.049,8.032e4,0.178
527.011,0.049,8.031e4,0.178
527.061,0.049,8.03e4,0.178
527.111,0.049,8.029e4,0.178
527.161,0.049,8.028e4,0.177
527.211,0.049,8.027e4,0.177
527.261,0.049,8.025e4,0.177
527.311,0.049,8.024e4,0.177
527.361,0.049,8.023e4,0.177
527.411,0.049,8.022e4,0.177
527.461,0.049,8.021e4,0.177
527.511,0.049,8.019e4,0.177
527.561,0.049,8.018e4,0.177
527.611,0.049,8.017e4,0.178
527.661,0.049,8.016e4,0.178
527.711,0.049,8.015e4,0.178
527.761,0.049,8.014e4,0.179
527.811,0.049,8.012e4,0.179
527.861,0.049,8.011e4,0.179
527.911,0.049,8.01e4,0.179
527.961,0.049,8.009e4,0.18
528.011,0.049,8.008e4,0.18
528.061,0.049,8.007e4,0.179
528.111,0.049,8.005e4,0.179
528.161,0.049,8.004e4,0.179
528.211,0.049,8.003e4,0.179
528.261,0.049,8.002e4,0.178
528.311,0.049,8.001e4,0.178
528.361,0.049,8e4,0.178
528.411,0.049,7.998e4,0.178
528.461,0.049,7.997e4,0.178
528.511,0.049,7.996e4,0.178
528.561,0.049,7.995e4,0.178
528.611,0.049,7.994e4,0.179
528.661,0.049,7.993e4,0.179
528.711,0.049,7.991e4,0.179
528.761,0.049,7.99e4,0.179
528.811,0.049,7.989e4,0.179
528.861,0.049,7.988e4,0.18
528.911,0.049,7.987e4,0.179
528.961,0.049,7.986e4,0.179
529.011,0.049,7.984e4,0.179
529.061,0.049,7.983e4,0.179
529.111,0.049,7.982e4,0.179
529.161,0.049,7.981e4,0.178
529.211,0.049,7.98e4,0.178
529.261,0.049,7.979e4,0.178
529.311,0.049,7.977e4,0.178
529.361,0.049,7.976e4,0.178
529.411,0.049,7.975e4,0.178
529.461,0.049,7.974e4,0.178
529.511,0.049,7.973e4,0.178
529.561,0.049,7.972e4,0.178
529.611,0.049,7.971e4,0.178
529.661,0.049,7.969e4,0.178
529.711,0.049,7.968e4,0.178
529.761,0.049,7.967e4,0.178
529.811,0.049,7.966e4,0.178
529.861,0.049,7.965e4,0.178
529.911,0.049,7.964e4,0.178
529.961,0.049,7.962e4,0.178
530.011,0.049,7.961e4,0.178
530.061,0.049,7.96e4,0.178
530.111,0.049,7.959e4,0.178
530.161,0.049,7.958e4,0.178
530.211,0.049,7.957e4,0.178
530.261,0.049,7.955e4,0.178
530.311,0.049,7.954e4,0.178
530.361,0.049,7.953e4,0.178
530.411,0.049,7.952e4,0.178
530.461,0.049,7.951e4,0.178
530.511,0.049,7.95e4,0.179
530.561,0.049,7.949e4,0.179
530.611,0.049,7.947e4,0.179
530.661,0.049,7.946e4,0.179
530.711,0.049,7.945e4,0.179
530.761,0.049,7.944e4,0.179
530.811,0.049,7.943e4,0.179
530.861,0.049,7.942e4,0.179
530.911,0.049,7.94e4,0.179
530.961,0.049,7.939e4,0.178
531.011,0.049,7.938e4,0.178
531.061,0.049,7.937e4,0.178
531.111,0.049,7.936e4,0.178
531.161,0.049,7.935e4,0.178
531.211,0.049,7.934e4,0.178
531.261,0.049,7.932e4,0.178
531.311,0.049,7.931e4,0.177
531.361,0.049,7.93e4,0.178
531.411,0.049,7.929e4,0.178
531.461,0.049,7.928e4,0.178
531.511,0.049,7.927e4,0.179
531.561,0.049,7.926e4,0.179
531.611,0.049,7.924e4,0.179
531.661,0.049,7.923e4,0.179
531.711,0.049,7.922e4,0.178
531.761,0.049,7.921e4,0.178
531.811,0.049,7.92e4,0.179
531.861,0.049,7.919e4,0.179
531.911,0.049,7.917e4,0.178
531.961,0.049,7.916e4,0.178
532.011,0.049,7.915e4,0.178
532.061,0.049,7.914e4,0.178
532.111,0.049,7.913e4,0.178
532.161,0.049,7.912e4,0.178
532.211,0.049,7.911e4,0.177
532.261,0.049,7.909e4,0.177
532.311,0.049,7.908e4,0.178
532.361,0.049,7.907e4,0.178
532.411,0.049,7.906e4,0.178
532.461,0.049,7.905e4,0.178
532.511,0.049,7.904e4,0.178
532.561,0.049,7.903e4,0.178
532.611,0.049,7.901e4,0.178
532.661,0.049,7.9e4,0.178
532.711,0.049,7.899e4,0.179
532.761,0.049,7.898e4,0.179
532.811,0.049,7.897e4,0.179
532.861,0.049,7.896e4,0.179
532.911,0.049,7.894e4,0.179
532.961,0.049,7.893e4,0.179
533.011,0.049,7.892e4,0.179
533.061,0.049,7.891e4,0.179
533.111,0.049,7.89e4,0.178
533.161,0.049,7.889e4,0.178
533.211,0.049,7.888e4,0.178
533.261,0.049,7.886e4,0.177
533.311,0.049,7.885e4,0.177
533.361,0.049,7.884e4,0.178
533.411,0.049,7.883e4,0.178
533.461,0.049,7.882e4,0.177
533.511,0.049,7.881e4,0.177
533.561,0.049,7.88e4,0.177
533.611,0.049,7.878e4,0.177
533.661,0.049,7.877e4,0.178
533.711,0.049,7.876e4,0.178
533.761,0.049,7.875e4,0.179
533.811,0.049,7.874e4,0.179
533.861,0.049,7.873e4,0.179
533.911,0.049,7.872e4,0.179
533.961,0.049,7.87e4,0.179
534.011,0.049,7.869e4,0.179
534.061,0.049,7.868e4,0.179
534.111,0.049,7.867e4,0.179
534.161,0.049,7.866e4,0.179
534.211,0.049,7.865e4,0.179
534.261,0.049,7.863e4,0.179
534.311,0.049,7.862e4,0.179
534.361,0.049,7.861e4,0.178
534.411,0.049,7.86e4,0.178
534.461,0.049,7.859e4,0.178
534.511,0.049,7.858e4,0.179
534.561,0.049,7.857e4,0.179
534.611,0.049,7.855e4,0.179
534.661,0.049,7.854e4,0.179
534.711,0.049,7.853e4,0.179
534.761,0.049,7.852e4,0.179
534.811,0.049,7.851e4,0.179
534.861,0.049,7.85e4,0.18
534.911,0.049,7.849e4,0.18
534.961,0.049,7.847e4,0.179
535.011,0.049,7.846e4,0.179
535.061,0.049,7.845e4,0.179
535.111,0.049,7.844e4,0.179
535.161,0.049,7.843e4,0.179
535.211,0.049,7.842e4,0.178
535.261,0.049,7.841e4,0.178
535.311,0.049,7.839e4,0.178
535.361,0.049,7.838e4,0.178
535.411,0.049,7.837e4,0.178
535.461,0.049,7.836e4,0.179
535.511,0.049,7.835e4,0.179
535.561,0.049,7.834e4,0.179
535.611,0.049,7.833e4,0.179
535.661,0.049,7.831e4,0.179
535.711,0.049,7.83e4,0.179
535.761,0.049,7.829e4,0.18
535.811,0.049,7.828e4,0.18
535.861,0.049,7.827e4,0.18
535.911,0.049,7.826e4,0.18
535.961,0.049,7.825e4,0.18
536.011,0.049,7.823e4,0.18
536.061,0.049,7.822e4,0.18
536.111,0.049,7.821e4,0.18
536.161,0.049,7.82e4,0.18
536.211,0.049,7.819e4,0.18
536.261,0.049,7.818e4,0.18
536.311,0.049,7.817e4,0.18
536.361,0.049,7.815e4,0.179
536.411,0.049,7.814e4,0.179
536.461,0.049,7.813e4,0.179
536.511,0.049,7.812e4,0.179
536.561,0.049,7.811e4,0.179
536.611,0.049,7.81e4,0.179
536.661,0.049,7.809e4,0.179
536.711,0.049,7.808e4,0.179
536.761,0.049,7.806e4,0.179
536.811,0.049,7.805e4,0.179
536.861,0.049,7.804e4,0.179
536.911,0.049,7.803e4,0.179
536.961,0.049,7.802e4,0.179
537.011,0.049,7.801e4,0.179
537.061,0.049,7.8e4,0.179
537.111,0.049,7.798e4,0.179
537.161,0.049,7.797e4,0.179
537.211,0.049,7.796e4,0.179
537.261,0.049,7.795e4,0.179
537.311,0.049,7.794e4,0.179
537.361,0.049,7.793e4,0.179
537.411,0.049,7.792e4,0.179
537.461,0.049,7.79e4,0.18
537.511,0.049,7.789e4,0.18
537.561,0.049,7.788e4,0.179
537.611,0.049,7.787e4,0.179
537.661,0.049,7.786e4,0.179
537.711,0.049,7.785e4,0.18
537.761,0.049,7.784e4,0.18
537.811,0.049,7.783e4,0.18
537.861,0.049,7.781e4,0.18
537.911,0.049,7.78e4,0.18
537.961,0.049,7.779e4,0.18
538.011,0.049,7.778e4,0.18
538.061,0.049,7.777e4,0.18
538.111,0.049,7.776e4,0.18
538.161,0.049,7.775e4,0.18
538.211,0.049,7.773e4,0.179
538.261,0.049,7.772e4,0.18
538.311,0.049,7.771e4,0.18
538.361,0.049,7.77e4,0.18
538.411,0.049,7.769e4,0.179
538.461,0.049,7.768e4,0.179
538.511,0.049,7.767e4,0.179
538.561,0.049,7.766e4,0.178
538.611,0.049,7.764e4,0.178
538.661,0.049,7.763e4,0.178
538.711,0.049,7.762e4,0.178
538.761,0.049,7.761e4,0.178
538.811,0.049,7.76e4,0.178
538.861,0.049,7.759e4,0.178
538.911,0.049,7.758e4,0.178
538.961,0.049,7.757e4,0.178
539.011,0.049,7.755e4,0.179
539.061,0.049,7.754e4,0.179
539.111,0.049,7.753e4,0.179
539.161,0.049,7.752e4,0.179
539.211,0.049,7.751e4,0.179
539.261,0.049,7.75e4,0.18
539.311,0.049,7.749e4,0.179
539.361,0.049,7.747e4,0.18
539.411,0.049,7.746e4,0.18
539.461,0.049,7.745e4,0.18
539.511,0.049,7.744e4,0.18
539.561,0.049,7.743e4,0.18
539.611,0.049,7.742e4,0.18
539.661,0.049,7.741e4,0.18
539.711,0.049,7.74e4,0.18
539.761,0.049,7.738e4,0.18
539.811,0.049,7.737e4,0.179
539.861,0.049,7.736e4,0.179
539.911,0.049,7.735e4,0.179
539.961,0.049,7.734e4,0.179
540.011,0.049,7.733e4,0.179
540.061,0.049,7.732e4,0.179
540.111,0.049,7.731e4,0.179
540.161,0.049,7.729e4,0.179
540.211,0.049,7.728e4,0.179
540.261,0.049,7.727e4,0.179
540.311,0.049,7.726e4,0.179
540.361,0.049,7.725e4,0.179
540.411,0.049,7.724e4,0.179
540.461,0.049,7.723e4,0.179
540.511,0.049,7.721e4,0.179
540.561,0.049,7.72e4,0.179
540.611,0.049,7.719e4,0.179
540.661,0.049,7.718e4,0.179
540.711,0.049,7.717e4,0.179
540.761,0.049,7.716e4,0.179
540.811,0.049,7.715e4,0.179
540.861,0.049,7.714e4,0.179
540.911,0.049,7.712e4,0.179
540.961,0.049,7.711e4,0.179
541.011,0.049,7.71e4,0.179
541.061,0.049,7.709e4,0.18
541.111,0.049,7.708e4,0.18
541.161,0.049,7.707e4,0.18
541.211,0.049,7.706e4,0.18
541.261,0.049,7.704e4,0.18
541.311,0.049,7.703e4,0.18
541.361,0.049,7.702e4,0.18
541.411,0.049,7.701e4,0.18
541.461,0.049,7.7e4,0.179
541.511,0.049,7.699e4,0.179
541.561,0.049,7.698e4,0.179
541.611,0.049,7.697e4,0.179
541.661,0.049,7.695e4,0.179
541.711,0.049,7.694e4,0.18
541.761,0.049,7.693e4,0.18
541.811,0.049,7.692e4,0.18
541.861,0.049,7.691e4,0.18
541.911,0.049,7.69e4,0.18
541.961,0.049,7.689e4,0.18
542.011,0.049,7.688e4,0.18
542.061,0.049,7.686e4,0.181
542.111,0.049,7.685e4,0.181
542.161,0.049,7.684e4,0.181
542.211,0.049,7.683e4,0.181
542.261,0.049,7.682e4,0.18
542.311,0.049,7.681e4,0.18
542.361,0.049,7.68e4,0.18
542.411,0.049,7.678e4,0.18
542.461,0.049,7.677e4,0.179
542.511,0.049,7.676e4,0.179
542.561,0.049,7.675e4,0.179
542.611,0.049,7.674e4,0.179
542.661,0.049,7.673e4,0.179
542.711,0.049,7.672e4,0.179
542.761,0.049,7.671e4,0.179
542.811,0.049,7.669e4,0.179
542.861,0.049,7.668e4,0.18
542.911,0.049,7.667e4,0.18
542.961,0.049,7.666e4,0.18
543.011,0.049,7.665e4,0.181
543.061,0.049,7.664e4,0.181
543.111,0.049,7.663e4,0.181
543.161,0.049,7.662e4,0.181
543.211,0.049,7.66e4,0.181
543.261,0.049,7.659e4,0.181
543.311,0.049,7.658e4,0.181
543.361,0.049,7.657e4,0.181
543.411,0.049,7.656e4,0.181
543.461,0.049,7.655e4,0.18
543.511,0.049,7.654e4,0.18
543.561,0.049,7.652e4,0.18
543.611,0.049,7.651e4,0.18
543.661,0.049,7.65e4,0.18
543.711,0.049,7.649e4,0.18
543.761,0.049,7.648e4,0.18
543.811,0.049,7.647e4,0.18
543.861,0.049,7.646e4,0.18
543.911,0.049,7.645e4,0.181
543.961,0.049,7.643e4,0.181
544.011,0.049,7.642e4,0.181
544.061,0.049,7.641e4,0.181
544.111,0.049,7.64e4,0.181
544.161,0.049,7.639e4,0.181
544.211,0.049,7.638e4,0.182
544.261,0.049,7.637e4,0.181
544.311,0.049,7.636e4,0.181
544.361,0.049,7.634e4,0.181
544.411,0.049,7.633e4,0.181
544.461,0.049,7.632e4,0.181
544.511,0.049,7.631e4,0.181
544.561,0.049,7.63e4,0.181
544.611,0.049,7.629e4,0.18
544.661,0.049,7.628e4,0.18
544.711,0.049,7.627e4,0.18
544.761,0.049,7.626e4,0.181
544.811,0.049,7.624e4,0.181
544.861,0.049,7.623e4,0.181
544.911,0.049,7.622e4,0.181
544.961,0.049,7.621e4,0.181
545.011,0.049,7.62e4,0.181
545.061,0.049,7.619e4,0.181
545.111,0.049,7.618e4,0.182
545.161,0.049,7.617e4,0.182
545.211,0.049,7.615e4,0.182
545.261,0.049,7.614e4,0.181
545.311,0.049,7.613e4,0.181
545.361,0.049,7.612e4,0.181
545.411,0.049,7.611e4,0.181
545.461,0.049,7.61e4,0.181
545.511,0.049,7.609e4,0.181
545.561,0.049,7.608e4,0.181
545.611,0.049,7.606e4,0.181
545.661,0.049,7.605e4,0.181
545.711,0.049,7.604e4,0.181
545.761,0.049,7.603e4,0.181
545.811,0.049,7.602e4,0.182
545.861,0.049,7.601e4,0.182
545.911,0.049,7.6e4,0.182
545.961,0.049,7.599e4,0.182
546.011,0.049,7.598e4,0.182
546.061,0.049,7.596e4,0.182
546.111,0.049,7.595e4,0.182
546.161,0.049,7.594e4,0.182
546.211,0.049,7.593e4,0.182
546.261,0.049,7.592e4,0.182
546.311,0.049,7.591e4,0.182
546.361,0.049,7.59e4,0.181
546.411,0.049,7.589e4,0.181
546.461,0.049,7.588e4,0.181
546.511,0.049,7.586e4,0.181
546.561,0.049,7.585e4,0.181
546.611,0.049,7.584e4,0.181
546.661,0.049,7.583e4,0.181
546.711,0.049,7.582e4,0.181
546.761,0.049,7.581e4,0.181
546.811,0.049,7.58e4,0.181
546.861,0.049,7.579e4,0.182
546.911,0.049,7.578e4,0.181
546.961,0.049,7.576e4,0.182
547.011,0.049,7.575e4,0.182
547.061,0.049,7.574e4,0.182
547.111,0.049,7.573e4,0.182
547.161,0.049,7.572e4,0.182
547.211,0.049,7.571e4,0.182
547.261,0.049,7.57e4,0.182
547.311,0.049,7.569e4,0.182
547.361,0.049,7.568e4,0.181
547.411,0.049,7.567e4,0.181
547.461,0.049,7.565e4,0.181
547.511,0.049,7.564e4,0.181
547.561,0.049,7.563e4,0.181
547.611,0.049,7.562e4,0.181
547.661,0.049,7.561e4,0.181
547.711,0.049,7.56e4,0.181
547.761,0.049,7.559e4,0.18
547.811,0.049,7.558e4,0.181
547.861,0.049,7.557e4,0.181
547.911,0.049,7.555e4,0.181
547.961,0.049,7.554e4,0.181
548.011,0.049,7.553e4,0.181
548.061,0.049,7.552e4,0.181
548.111,0.049,7.551e4,0.181
548.161,0.049,7.55e4,0.181
548.211,0.049,7.549e4,0.181
548.261,0.049,7.548e4,0.181
548.311,0.049,7.547e4,0.181
548.361,0.049,7.546e4,0.181
548.411,0.049,7.544e4,0.18
548.461,0.049,7.543e4,0.18
548.511,0.049,7.542e4,0.18
548.561,0.049,7.541e4,0.18
548.611,0.049,7.54e4,0.18
548.661,0.049,7.539e4,0.181
548.711,0.049,7.538e4,0.18
548.761,0.049,7.537e4,0.181
548.811,0.049,7.536e4,0.181
548.861,0.049,7.535e4,0.181
548.911,0.049,7.533e4,0.182
548.961,0.049,7.532e4,0.181
549.011,0.049,7.531e4,0.182
549.061,0.049,7.53e4,0.182
549.111,0.049,7.529e4,0.182
549.161,0.049,7.528e4,0.182
549.211,0.049,7.527e4,0.182
549.261,0.049,7.526e4,0.182
549.311,0.049,7.525e4,0.182
549.361,0.049,7.524e4,0.182
549.411,0.049,7.523e4,0.182
549.461,0.049,7.522e4,0.182
549.511,0.049,7.521e4,0.182
549.561,0.049,7.52e4,0.181
549.611,0.049,7.519e4,0.181
549.661,0.049,7.517e4,0.181
549.711,0.049,7.516e4,0.181
549.761,0.049,7.515e4,0.181
549.811,0.049,7.514e4,0.181
549.861,0.049,7.513e4,0.181
549.911,0.049,7.512e4,0.181
549.961,0.049,7.511e4,0.181
550.011,0.049,7.51e4,0.181
550.061,0.049,7.509e4,0.181
550.111,0.049,7.508e4,0.181
550.161,0.049,7.507e4,0.181
550.211,0.049,7.506e4,0.182
550.261,0.049,7.505e4,0.182
550.311,0.049,7.504e4,0.182
550.361,0.049,7.503e4,0.182
550.411,0.049,7.502e4,0.182
550.461,0.049,7.501e4,0.182
550.511,0.049,7.5e4,0.182
550.561,0.049,7.499e4,0.182
550.611,0.049,7.498e4,0.182
550.661,0.049,7.496e4,0.182
550.711,0.049,7.495e4,0.182
550.761,0.049,7.494e4,0.182
550.811,0.049,7.493e4,0.182
550.861,0.049,7.492e4,0.182
550.911,0.049,7.491e4,0.182
550.961,0.049,7.49e4,0.182
551.011,0.049,7.489e4,0.182
551.061,0.049,7.488e4,0.182
551.111,0.049,7.487e4,0.182
551.161,0.049,7.486e4,0.182
551.211,0.049,7.485e4,0.182
