# Simulation 6 (Up to date)
# 3268 data points written for 4 variables.
# Simulation warnings:
#   Listeners modified the flight simulation
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (538 ft/s)
#   Forward end of airframe is open (radius is > 0):  "Transition"
#
# Time (s),Longitudinal moment of inertia (kg·m²),Corrective moment coefficient (),Damping moment coefficient (​)
110.921,0.111,1.233e5,0.753
110.971,0.111,1.23e5,0.753
111.021,0.111,1.228e5,0.754
111.071,0.111,1.226e5,0.754
111.121,0.111,1.223e5,0.754
111.171,0.111,1.221e5,0.754
111.221,0.111,1.219e5,0.755
111.271,0.111,1.217e5,0.755
111.321,0.111,1.214e5,0.756
111.371,0.111,1.212e5,0.757
111.421,0.111,1.21e5,0.756
111.471,0.111,1.208e5,0.758
111.521,0.111,1.206e5,0.758
111.571,0.111,1.204e5,0.758
111.621,0.111,1.202e5,0.759
111.671,0.111,1.2e5,0.758
111.721,0.111,1.197e5,0.76
111.771,0.111,1.195e5,0.76
111.821,0.111,1.193e5,0.761
111.871,0.111,1.191e5,0.761
111.921,0.111,1.189e5,0.761
111.971,0.111,1.187e5,0.763
112.021,0.111,1.185e5,0.762
112.071,0.111,1.183e5,0.763
112.121,0.111,1.181e5,0.764
112.171,0.111,1.179e5,0.763
112.221,0.111,1.177e5,0.764
112.271,0.111,1.174e5,0.765
112.321,0.111,1.172e5,0.764
112.371,0.111,1.17e5,0.766
112.421,0.111,1.168e5,0.765
112.471,0.111,1.166e5,0.766
112.521,0.111,1.164e5,0.766
112.571,0.111,1.162e5,0.767
112.621,0.111,1.16e5,0.768
112.671,0.111,1.158e5,0.767
112.721,0.111,1.156e5,0.769
112.771,0.111,1.154e5,0.769
112.821,0.111,1.152e5,0.769
112.871,0.111,1.15e5,0.77
112.921,0.111,1.148e5,0.769
112.971,0.111,1.146e5,0.771
113.021,0.111,1.144e5,0.771
113.071,0.111,1.142e5,0.771
113.121,0.111,1.14e5,0.772
113.171,0.111,1.138e5,0.771
113.221,0.111,1.136e5,0.772
113.271,0.111,1.134e5,0.773
113.321,0.111,1.132e5,0.772
113.371,0.111,1.13e5,0.773
113.421,0.111,1.128e5,0.774
113.471,0.111,1.126e5,0.773
113.521,0.111,1.124e5,0.774
113.571,0.111,1.122e5,0.775
113.621,0.111,1.12e5,0.774
113.671,0.111,1.118e5,0.776
113.721,0.111,1.116e5,0.776
113.771,0.111,1.114e5,0.776
113.821,0.111,1.112e5,0.777
113.871,0.111,1.11e5,0.776
113.921,0.111,1.108e5,0.777
113.971,0.111,1.106e5,0.777
114.021,0.111,1.105e5,0.777
114.071,0.111,1.103e5,0.778
114.121,0.111,1.101e5,0.779
114.171,0.111,1.099e5,0.778
114.221,0.111,1.097e5,0.78
114.271,0.111,1.095e5,0.78
114.321,0.111,1.093e5,0.78
114.371,0.111,1.092e5,0.781
114.421,0.111,1.09e5,0.781
114.471,0.111,1.088e5,0.781
114.521,0.111,1.086e5,0.782
114.571,0.111,1.084e5,0.783
114.621,0.111,1.082e5,0.782
114.671,0.111,1.081e5,0.784
114.721,0.111,1.079e5,0.784
114.771,0.111,1.077e5,0.783
114.821,0.111,1.075e5,0.785
114.871,0.111,1.073e5,0.785
114.921,0.111,1.071e5,0.785
114.971,0.111,1.07e5,0.786
115.021,0.111,1.068e5,0.785
115.071,0.111,1.066e5,0.787
115.121,0.111,1.064e5,0.787
115.171,0.111,1.062e5,0.787
115.221,0.111,1.061e5,0.788
115.271,0.111,1.059e5,0.788
115.321,0.111,1.057e5,0.788
115.371,0.111,1.055e5,0.789
115.421,0.111,1.053e5,0.789
115.471,0.111,1.052e5,0.789
115.521,0.111,1.05e5,0.791
115.571,0.111,1.048e5,0.79
115.621,0.111,1.046e5,0.791
115.671,0.111,1.044e5,0.792
115.721,0.111,1.043e5,0.79
115.771,0.111,1.041e5,0.792
115.821,0.111,1.039e5,0.792
115.871,0.111,1.037e5,0.791
115.921,0.111,1.036e5,0.793
115.971,0.111,1.034e5,0.793
116.021,0.111,1.032e5,0.792
116.071,0.111,1.03e5,0.794
116.121,0.111,1.029e5,0.794
116.171,0.111,1.027e5,0.793
116.221,0.111,1.025e5,0.795
116.271,0.111,1.024e5,0.795
116.321,0.111,1.022e5,0.795
116.371,0.111,1.02e5,0.797
116.421,0.111,1.019e5,0.796
116.471,0.111,1.017e5,0.797
116.521,0.111,1.015e5,0.798
116.571,0.111,1.014e5,0.797
116.621,0.111,1.012e5,0.798
116.671,0.111,1.01e5,0.799
116.721,0.111,1.009e5,0.797
116.771,0.111,1.007e5,0.799
116.821,0.111,1.006e5,0.799
116.871,0.111,1.004e5,0.798
116.921,0.111,1.002e5,0.799
116.971,0.111,1.001e5,0.8
117.021,0.111,9.99e4,0.8
117.071,0.111,9.974e4,0.8
117.121,0.111,9.957e4,0.801
117.171,0.111,9.941e4,0.801
117.221,0.111,9.925e4,0.801
117.271,0.111,9.909e4,0.802
117.321,0.111,9.893e4,0.802
117.371,0.111,9.877e4,0.802
117.421,0.111,9.86e4,0.803
117.471,0.111,9.844e4,0.803
117.521,0.111,9.828e4,0.803
117.571,0.111,9.812e4,0.803
117.621,0.111,9.796e4,0.804
117.671,0.111,9.78e4,0.804
117.721,0.111,9.764e4,0.805
117.771,0.111,9.749e4,0.805
117.821,0.111,9.733e4,0.805
117.871,0.111,9.717e4,0.806
117.921,0.111,9.701e4,0.807
117.971,0.111,9.685e4,0.807
118.021,0.111,9.669e4,0.808
118.071,0.111,9.654e4,0.808
118.121,0.111,9.638e4,0.808
118.171,0.111,9.622e4,0.809
118.221,0.111,9.606e4,0.808
118.271,0.111,9.591e4,0.809
118.321,0.111,9.575e4,0.81
118.371,0.111,9.559e4,0.809
118.421,0.111,9.544e4,0.81
118.471,0.111,9.528e4,0.809
118.521,0.111,9.513e4,0.81
118.571,0.111,9.498e4,0.81
118.621,0.111,9.483e4,0.812
118.671,0.111,9.468e4,0.811
118.721,0.111,9.453e4,0.812
118.771,0.111,9.439e4,0.812
118.821,0.111,9.424e4,0.812
118.871,0.111,9.409e4,0.813
118.921,0.111,9.395e4,0.813
118.971,0.111,9.38e4,0.813
119.021,0.111,9.365e4,0.813
119.071,0.111,9.351e4,0.814
119.121,0.111,9.336e4,0.814
119.171,0.111,9.322e4,0.815
119.221,0.111,9.307e4,0.815
119.271,0.111,9.293e4,0.815
119.321,0.111,9.278e4,0.816
119.371,0.111,9.264e4,0.816
119.421,0.111,9.249e4,0.817
119.471,0.111,9.235e4,0.817
119.521,0.111,9.22e4,0.817
119.571,0.111,9.206e4,0.817
119.621,0.111,9.192e4,0.818
119.671,0.111,9.177e4,0.818
119.721,0.111,9.163e4,0.819
119.771,0.111,9.149e4,0.819
119.821,0.111,9.134e4,0.819
119.871,0.111,9.12e4,0.82
119.921,0.111,9.106e4,0.82
119.971,0.111,9.092e4,0.82
120.021,0.111,9.077e4,0.821
120.071,0.111,9.063e4,0.821
120.121,0.111,9.049e4,0.821
120.171,0.111,9.035e4,0.822
120.221,0.111,9.021e4,0.822
120.271,0.111,9.007e4,0.823
120.321,0.111,8.992e4,0.823
120.371,0.111,8.978e4,0.823
120.421,0.111,8.964e4,0.824
120.471,0.111,8.95e4,0.824
120.521,0.111,8.936e4,0.824
120.571,0.111,8.922e4,0.824
120.621,0.111,8.908e4,0.824
120.671,0.111,8.894e4,0.825
120.721,0.111,8.881e4,0.826
120.771,0.111,8.867e4,0.826
120.821,0.111,8.853e4,0.827
120.871,0.111,8.839e4,0.827
120.921,0.111,8.825e4,0.828
120.971,0.111,8.811e4,0.827
121.021,0.111,8.797e4,0.829
121.071,0.111,8.784e4,0.828
121.121,0.111,8.771e4,0.828
121.171,0.111,8.758e4,0.83
121.221,0.111,8.745e4,0.829
121.271,0.111,8.732e4,0.829
121.321,0.111,8.718e4,0.83
121.371,0.111,8.705e4,0.83
121.421,0.111,8.692e4,0.831
121.471,0.111,8.679e4,0.831
121.521,0.111,8.666e4,0.831
121.571,0.111,8.654e4,0.831
121.621,0.111,8.641e4,0.831
121.671,0.111,8.628e4,0.832
121.721,0.111,8.615e4,0.832
121.771,0.111,8.602e4,0.833
121.821,0.111,8.589e4,0.833
121.871,0.111,8.576e4,0.833
121.921,0.111,8.563e4,0.833
121.971,0.111,8.55e4,0.833
122.021,0.111,8.538e4,0.834
122.071,0.111,8.525e4,0.834
122.121,0.111,8.512e4,0.834
122.171,0.111,8.499e4,0.835
122.221,0.111,8.487e4,0.836
122.271,0.111,8.474e4,0.836
122.321,0.111,8.461e4,0.836
122.371,0.111,8.448e4,0.837
122.421,0.111,8.436e4,0.837
122.471,0.111,8.423e4,0.837
122.521,0.111,8.411e4,0.838
122.571,0.111,8.398e4,0.838
122.621,0.111,8.385e4,0.838
122.671,0.111,8.373e4,0.838
122.721,0.111,8.36e4,0.839
122.771,0.111,8.348e4,0.839
122.821,0.111,8.335e4,0.839
122.871,0.111,8.323e4,0.84
122.921,0.111,8.31e4,0.84
122.971,0.111,8.298e4,0.841
123.021,0.111,8.285e4,0.84
123.071,0.111,8.273e4,0.842
123.121,0.111,8.26e4,0.841
123.171,0.111,8.248e4,0.841
123.221,0.111,8.236e4,0.842
123.271,0.111,8.223e4,0.842
123.321,0.111,8.211e4,0.842
123.371,0.111,8.199e4,0.843
123.421,0.111,8.186e4,0.843
123.471,0.111,8.174e4,0.843
123.521,0.111,8.162e4,0.843
123.571,0.111,8.149e4,0.844
123.621,0.111,8.137e4,0.844
123.671,0.111,8.125e4,0.845
123.721,0.111,8.114e4,0.845
123.771,0.111,8.102e4,0.845
123.821,0.111,8.09e4,0.846
123.871,0.111,8.079e4,0.846
123.921,0.111,8.067e4,0.846
123.971,0.111,8.056e4,0.846
124.021,0.111,8.044e4,0.847
124.071,0.111,8.033e4,0.847
124.121,0.111,8.021e4,0.847
124.171,0.111,8.01e4,0.848
124.221,0.111,7.998e4,0.848
124.271,0.111,7.987e4,0.849
124.321,0.111,7.975e4,0.849
124.371,0.111,7.964e4,0.85
124.421,0.111,7.952e4,0.85
124.471,0.111,7.941e4,0.85
124.521,0.111,7.929e4,0.851
124.571,0.111,7.918e4,0.851
124.621,0.111,7.907e4,0.851
124.671,0.111,7.895e4,0.852
124.721,0.111,7.884e4,0.851
124.771,0.111,7.873e4,0.853
124.821,0.111,7.861e4,0.853
124.871,0.111,7.85e4,0.854
124.921,0.111,7.839e4,0.856
124.971,0.111,7.827e4,0.854
125.021,0.111,7.816e4,0.855
125.071,0.111,7.805e4,0.856
125.121,0.111,7.794e4,0.855
125.171,0.111,7.783e4,0.856
125.221,0.111,7.771e4,0.857
125.271,0.111,7.76e4,0.855
125.32,0.111,7.749e4,0.857
125.37,0.111,7.738e4,0.858
125.42,0.111,7.727e4,0.856
125.47,0.111,7.716e4,0.858
125.52,0.111,7.705e4,0.858
125.57,0.111,7.694e4,0.858
125.62,0.111,7.683e4,0.859
125.67,0.111,7.671e4,0.858
125.72,0.111,7.66e4,0.859
125.77,0.111,7.649e4,0.86
125.82,0.111,7.638e4,0.858
125.87,0.111,7.627e4,0.861
125.92,0.111,7.616e4,0.859
125.97,0.111,7.605e4,0.861
126.02,0.111,7.595e4,0.862
126.07,0.111,7.584e4,0.859
126.12,0.111,7.573e4,0.862
126.17,0.111,7.562e4,0.862
126.22,0.111,7.551e4,0.86
126.27,0.111,7.54e4,0.863
126.32,0.111,7.529e4,0.863
126.37,0.111,7.519e4,0.862
126.42,0.111,7.509e4,0.864
126.47,0.111,7.498e4,0.864
126.52,0.111,7.488e4,0.864
126.57,0.111,7.478e4,0.866
126.62,0.111,7.467e4,0.864
126.67,0.111,7.457e4,0.864
126.72,0.111,7.447e4,0.865
126.77,0.111,7.437e4,0.864
126.82,0.111,7.426e4,0.865
126.87,0.111,7.416e4,0.865
126.92,0.111,7.406e4,0.865
126.97,0.111,7.396e4,0.865
127.02,0.111,7.385e4,0.866
127.07,0.111,7.375e4,0.866
127.12,0.111,7.365e4,0.866
127.17,0.111,7.355e4,0.867
127.22,0.111,7.345e4,0.867
127.27,0.111,7.335e4,0.867
127.32,0.111,7.325e4,0.867
127.37,0.111,7.315e4,0.868
127.42,0.111,7.304e4,0.869
127.47,0.111,7.294e4,0.869
127.52,0.111,7.284e4,0.87
127.57,0.111,7.274e4,0.871
127.62,0.111,7.264e4,0.869
127.67,0.111,7.254e4,0.872
127.72,0.111,7.244e4,0.872
127.77,0.111,7.234e4,0.871
127.82,0.111,7.224e4,0.873
127.87,0.111,7.214e4,0.873
127.92,0.111,7.204e4,0.872
127.97,0.111,7.194e4,0.874
128.02,0.111,7.185e4,0.874
128.07,0.111,7.175e4,0.873
128.12,0.111,7.165e4,0.875
128.17,0.111,7.155e4,0.874
128.22,0.111,7.145e4,0.875
128.27,0.111,7.135e4,0.875
128.32,0.111,7.125e4,0.874
128.37,0.111,7.115e4,0.876
128.42,0.111,7.106e4,0.876
128.47,0.111,7.096e4,0.874
128.52,0.111,7.086e4,0.877
128.57,0.111,7.076e4,0.877
128.62,0.111,7.067e4,0.876
128.67,0.111,7.057e4,0.878
128.72,0.111,7.047e4,0.878
128.77,0.111,7.037e4,0.876
128.82,0.111,7.028e4,0.878
128.87,0.111,7.018e4,0.878
128.92,0.111,7.008e4,0.877
128.97,0.111,6.999e4,0.879
129.02,0.111,6.989e4,0.879
129.07,0.111,6.979e4,0.879
129.12,0.111,6.97e4,0.881
129.17,0.111,6.961e4,0.88
129.22,0.111,6.952e4,0.88
129.27,0.111,6.943e4,0.881
129.32,0.111,6.933e4,0.881
129.37,0.111,6.924e4,0.88
129.42,0.111,6.915e4,0.882
129.47,0.111,6.906e4,0.882
129.52,0.111,6.897e4,0.881
129.57,0.111,6.888e4,0.883
129.62,0.111,6.879e4,0.883
129.67,0.111,6.87e4,0.882
129.72,0.111,6.86e4,0.884
129.77,0.111,6.851e4,0.884
129.82,0.111,6.842e4,0.883
129.87,0.111,6.833e4,0.885
129.92,0.111,6.824e4,0.884
129.97,0.111,6.815e4,0.885
130.02,0.111,6.806e4,0.886
130.07,0.111,6.797e4,0.885
130.12,0.111,6.788e4,0.886
130.17,0.111,6.779e4,0.887
130.22,0.111,6.77e4,0.885
130.27,0.111,6.761e4,0.887
130.32,0.111,6.752e4,0.887
130.37,0.111,6.744e4,0.887
130.42,0.111,6.735e4,0.887
130.47,0.111,6.726e4,0.887
130.52,0.111,6.717e4,0.888
130.57,0.111,6.708e4,0.887
130.62,0.111,6.699e4,0.889
130.67,0.111,6.69e4,0.889
130.72,0.111,6.681e4,0.888
130.77,0.111,6.673e4,0.89
130.82,0.111,6.664e4,0.89
130.87,0.111,6.655e4,0.889
130.92,0.111,6.646e4,0.891
130.97,0.111,6.637e4,0.891
131.02,0.111,6.629e4,0.891
131.07,0.111,6.62e4,0.892
131.12,0.111,6.611e4,0.891
131.17,0.111,6.602e4,0.891
131.22,0.111,6.594e4,0.892
131.27,0.111,6.585e4,0.892
131.32,0.111,6.576e4,0.892
131.37,0.111,6.567e4,0.893
131.42,0.111,6.559e4,0.892
131.47,0.111,6.55e4,0.894
131.52,0.111,6.541e4,0.893
131.57,0.111,6.533e4,0.894
131.62,0.111,6.524e4,0.894
131.67,0.111,6.515e4,0.894
131.72,0.111,6.507e4,0.894
131.77,0.111,6.498e4,0.894
131.82,0.111,6.49e4,0.894
131.87,0.111,6.481e4,0.895
131.92,0.111,6.473e4,0.895
131.97,0.111,6.465e4,0.896
132.02,0.111,6.456e4,0.896
132.07,0.111,6.448e4,0.897
132.12,0.111,6.44e4,0.897
132.17,0.111,6.432e4,0.897
132.22,0.111,6.424e4,0.897
132.27,0.111,6.416e4,0.898
132.32,0.111,6.407e4,0.898
132.37,0.111,6.399e4,0.898
132.42,0.111,6.391e4,0.9
132.47,0.111,6.383e4,0.899
132.52,0.111,6.375e4,0.9
132.57,0.111,6.367e4,0.901
132.62,0.111,6.359e4,0.9
132.67,0.111,6.351e4,0.901
132.72,0.111,6.343e4,0.901
132.77,0.111,6.335e4,0.901
132.82,0.111,6.327e4,0.901
132.87,0.111,6.319e4,0.902
132.92,0.111,6.311e4,0.901
132.97,0.111,6.303e4,0.902
133.02,0.111,6.295e4,0.903
133.07,0.111,6.287e4,0.903
133.12,0.111,6.279e4,0.903
133.17,0.111,6.271e4,0.904
133.22,0.111,6.263e4,0.905
133.27,0.111,6.255e4,0.904
133.32,0.111,6.247e4,0.904
133.37,0.111,6.239e4,0.905
133.42,0.111,6.231e4,0.906
133.47,0.111,6.223e4,0.905
133.52,0.111,6.215e4,0.906
133.57,0.111,6.207e4,0.906
133.62,0.111,6.2e4,0.906
133.67,0.111,6.192e4,0.907
133.72,0.111,6.184e4,0.907
133.77,0.111,6.176e4,0.907
133.82,0.111,6.168e4,0.907
133.87,0.111,6.16e4,0.907
133.92,0.111,6.152e4,0.908
133.97,0.111,6.145e4,0.908
134.02,0.111,6.137e4,0.908
134.07,0.111,6.129e4,0.909
134.12,0.111,6.121e4,0.909
134.17,0.111,6.114e4,0.909
134.22,0.111,6.106e4,0.91
134.27,0.111,6.098e4,0.91
134.32,0.111,6.09e4,0.91
134.37,0.111,6.083e4,0.911
134.42,0.111,6.075e4,0.911
134.47,0.111,6.067e4,0.91
134.52,0.111,6.059e4,0.911
134.57,0.111,6.052e4,0.912
134.62,0.111,6.044e4,0.912
134.67,0.111,6.036e4,0.912
134.72,0.111,6.029e4,0.913
134.77,0.111,6.021e4,0.912
134.82,0.111,6.014e4,0.912
134.87,0.111,6.006e4,0.913
134.92,0.111,5.999e4,0.913
134.97,0.111,5.992e4,0.914
135.02,0.111,5.984e4,0.914
135.07,0.111,5.977e4,0.914
135.12,0.111,5.97e4,0.915
135.17,0.111,5.963e4,0.915
135.22,0.111,5.955e4,0.915
135.27,0.111,5.948e4,0.916
135.32,0.111,5.941e4,0.916
135.37,0.111,5.934e4,0.916
135.42,0.111,5.926e4,0.917
135.47,0.111,5.919e4,0.917
135.52,0.111,5.912e4,0.917
135.57,0.111,5.905e4,0.918
135.62,0.111,5.898e4,0.919
135.67,0.111,5.891e4,0.918
135.72,0.111,5.883e4,0.92
135.77,0.111,5.876e4,0.92
135.82,0.111,5.869e4,0.919
135.87,0.111,5.862e4,0.921
135.92,0.111,5.855e4,0.921
135.97,0.111,5.848e4,0.919
136.02,0.111,5.841e4,0.921
136.07,0.111,5.833e4,0.921
136.12,0.111,5.826e4,0.921
136.17,0.111,5.819e4,0.921
136.22,0.111,5.812e4,0.922
136.27,0.111,5.805e4,0.922
136.32,0.111,5.798e4,0.922
136.37,0.111,5.791e4,0.923
136.42,0.111,5.784e4,0.923
136.47,0.111,5.777e4,0.923
136.52,0.111,5.77e4,0.924
136.57,0.111,5.763e4,0.924
136.62,0.111,5.756e4,0.924
136.67,0.111,5.749e4,0.925
136.72,0.111,5.742e4,0.926
136.77,0.111,5.735e4,0.924
136.82,0.111,5.728e4,0.926
136.87,0.111,5.721e4,0.927
136.92,0.111,5.714e4,0.925
136.97,0.111,5.707e4,0.928
137.02,0.111,5.7e4,0.927
137.07,0.111,5.693e4,0.927
137.12,0.111,5.686e4,0.929
137.17,0.111,5.679e4,0.928
137.22,0.111,5.672e4,0.928
137.27,0.111,5.665e4,0.929
137.32,0.111,5.658e4,0.929
137.37,0.111,5.652e4,0.928
137.42,0.111,5.645e4,0.931
137.47,0.111,5.638e4,0.929
137.52,0.111,5.631e4,0.929
137.57,0.111,5.624e4,0.93
137.62,0.111,5.617e4,0.93
137.67,0.111,5.61e4,0.929
137.72,0.111,5.604e4,0.931
137.77,0.111,5.597e4,0.931
137.82,0.111,5.59e4,0.93
137.87,0.111,5.584e4,0.931
137.92,0.111,5.577e4,0.933
137.97,0.111,5.571e4,0.931
138.02,0.111,5.564e4,0.934
138.07,0.111,5.558e4,0.934
138.12,0.111,5.551e4,0.934
138.17,0.111,5.545e4,0.935
138.22,0.111,5.538e4,0.933
138.27,0.111,5.532e4,0.935
138.32,0.111,5.525e4,0.935
138.323,0.111,5.525e4,NaN
138.324,NaN,5.525e4,NaN
138.325,NaN,5.525e4,NaN
138.326,NaN,5.525e4,NaN
138.327,NaN,5.525e4,NaN
138.328,NaN,5.524e4,NaN
138.329,NaN,5.524e4,NaN
138.33,NaN,5.524e4,NaN
138.331,NaN,5.524e4,NaN
138.332,NaN,5.524e4,NaN
138.333,NaN,5.524e4,NaN
138.334,NaN,5.524e4,NaN
138.335,NaN,5.524e4,NaN
138.336,NaN,5.523e4,NaN
138.337,NaN,5.523e4,NaN
138.338,NaN,5.523e4,NaN
138.339,NaN,5.523e4,NaN
138.34,NaN,5.523e4,NaN
138.341,NaN,5.523e4,NaN
138.342,NaN,5.523e4,NaN
138.343,NaN,5.523e4,NaN
138.344,NaN,5.523e4,NaN
138.345,NaN,5.522e4,NaN
138.346,NaN,5.522e4,NaN
138.347,NaN,5.522e4,NaN
138.348,NaN,5.522e4,NaN
138.349,NaN,5.522e4,NaN
138.35,NaN,5.522e4,NaN
138.351,NaN,5.522e4,NaN
138.352,NaN,5.522e4,NaN
138.353,NaN,5.522e4,NaN
138.354,NaN,5.521e4,NaN
138.355,NaN,5.521e4,NaN
138.356,NaN,5.521e4,NaN
138.357,NaN,5.521e4,NaN
138.358,NaN,5.521e4,NaN
138.359,NaN,5.521e4,NaN
138.36,NaN,5.521e4,NaN
138.361,NaN,5.521e4,NaN
138.362,NaN,5.521e4,NaN
138.363,NaN,5.521e4,NaN
138.364,NaN,5.52e4,NaN
138.365,NaN,5.52e4,NaN
138.366,NaN,5.52e4,NaN
138.367,NaN,5.52e4,NaN
138.368,NaN,5.52e4,NaN
138.369,NaN,5.52e4,NaN
138.37,NaN,5.52e4,NaN
138.371,NaN,5.52e4,NaN
138.372,NaN,5.52e4,NaN
138.373,NaN,5.52e4,NaN
138.374,NaN,5.52e4,NaN
138.375,NaN,5.519e4,NaN
138.376,NaN,5.519e4,NaN
138.377,NaN,5.519e4,NaN
138.378,NaN,5.519e4,NaN
138.379,NaN,5.519e4,NaN
138.38,NaN,5.519e4,NaN
138.381,NaN,5.519e4,NaN
138.382,NaN,5.519e4,NaN
138.383,NaN,5.519e4,NaN
138.384,NaN,5.519e4,NaN
138.385,NaN,5.519e4,NaN
138.386,NaN,5.518e4,NaN
138.387,NaN,5.518e4,NaN
138.388,NaN,5.518e4,NaN
138.389,NaN,5.518e4,NaN
138.39,NaN,5.518e4,NaN
138.391,NaN,5.518e4,NaN
138.392,NaN,5.518e4,NaN
138.393,NaN,5.518e4,NaN
138.394,NaN,5.518e4,NaN
138.395,NaN,5.518e4,NaN
138.396,NaN,5.518e4,NaN
138.397,NaN,5.517e4,NaN
138.398,NaN,5.517e4,NaN
138.399,NaN,5.517e4,NaN
138.4,NaN,5.517e4,NaN
138.401,NaN,5.517e4,NaN
138.402,NaN,5.517e4,NaN
138.403,NaN,5.517e4,NaN
138.404,NaN,5.517e4,NaN
138.405,NaN,5.517e4,NaN
138.406,NaN,5.517e4,NaN
138.407,NaN,5.517e4,NaN
138.408,NaN,5.517e4,NaN
138.409,NaN,5.517e4,NaN
138.41,NaN,5.516e4,NaN
138.411,NaN,5.516e4,NaN
138.412,NaN,5.516e4,NaN
138.413,NaN,5.516e4,NaN
138.414,NaN,5.516e4,NaN
138.415,NaN,5.516e4,NaN
138.416,NaN,5.516e4,NaN
138.417,NaN,5.516e4,NaN
138.418,NaN,5.516e4,NaN
138.419,NaN,5.516e4,NaN
138.42,NaN,5.516e4,NaN
138.421,NaN,5.516e4,NaN
138.422,NaN,5.516e4,NaN
138.423,NaN,5.515e4,NaN
138.424,NaN,5.515e4,NaN
138.425,NaN,5.515e4,NaN
138.426,NaN,5.515e4,NaN
138.427,NaN,5.515e4,NaN
138.428,NaN,5.515e4,NaN
138.429,NaN,5.515e4,NaN
138.43,NaN,5.515e4,NaN
138.431,NaN,5.515e4,NaN
138.432,NaN,5.515e4,NaN
138.433,NaN,5.515e4,NaN
138.434,NaN,5.515e4,NaN
138.435,NaN,5.515e4,NaN
138.436,NaN,5.515e4,NaN
138.437,NaN,5.514e4,NaN
138.438,NaN,5.514e4,NaN
138.439,NaN,5.514e4,NaN
138.44,NaN,5.514e4,NaN
138.441,NaN,5.514e4,NaN
138.442,NaN,5.514e4,NaN
138.443,NaN,5.514e4,NaN
138.444,NaN,5.514e4,NaN
138.445,NaN,5.514e4,NaN
138.446,NaN,5.514e4,NaN
138.447,NaN,5.514e4,NaN
138.448,NaN,5.514e4,NaN
138.449,NaN,5.514e4,NaN
138.45,NaN,5.514e4,NaN
138.451,NaN,5.514e4,NaN
138.452,NaN,5.513e4,NaN
138.453,NaN,5.513e4,NaN
138.454,NaN,5.513e4,NaN
138.455,NaN,5.513e4,NaN
138.456,NaN,5.513e4,NaN
138.457,NaN,5.513e4,NaN
138.458,NaN,5.513e4,NaN
138.459,NaN,5.513e4,NaN
138.46,NaN,5.513e4,NaN
138.461,NaN,5.513e4,NaN
138.462,NaN,5.513e4,NaN
138.463,NaN,5.513e4,NaN
138.464,NaN,5.513e4,NaN
138.465,NaN,5.513e4,NaN
138.466,NaN,5.513e4,NaN
138.467,NaN,5.513e4,NaN
138.468,NaN,5.512e4,NaN
138.469,NaN,5.512e4,NaN
138.47,NaN,5.512e4,NaN
138.471,NaN,5.512e4,NaN
138.472,NaN,5.512e4,NaN
138.473,NaN,5.512e4,NaN
138.474,NaN,5.512e4,NaN
138.475,NaN,5.512e4,NaN
138.476,NaN,5.512e4,NaN
138.477,NaN,5.512e4,NaN
138.478,NaN,5.512e4,NaN
138.479,NaN,5.512e4,NaN
138.48,NaN,5.512e4,NaN
138.481,NaN,5.512e4,NaN
138.482,NaN,5.512e4,NaN
138.483,NaN,5.512e4,NaN
138.484,NaN,5.512e4,NaN
138.485,NaN,5.511e4,NaN
138.486,NaN,5.511e4,NaN
138.487,NaN,5.511e4,NaN
138.488,NaN,5.511e4,NaN
138.489,NaN,5.511e4,NaN
138.49,NaN,5.511e4,NaN
138.491,NaN,5.511e4,NaN
138.492,NaN,5.511e4,NaN
138.493,NaN,5.511e4,NaN
138.494,NaN,5.511e4,NaN
138.495,NaN,5.511e4,NaN
138.496,NaN,5.511e4,NaN
138.497,NaN,5.511e4,NaN
138.498,NaN,5.511e4,NaN
138.499,NaN,5.511e4,NaN
138.5,NaN,5.511e4,NaN
138.501,NaN,5.511e4,NaN
138.502,NaN,5.511e4,NaN
138.503,NaN,5.51e4,NaN
138.504,NaN,5.51e4,NaN
138.505,NaN,5.51e4,NaN
138.506,NaN,5.51e4,NaN
138.507,NaN,5.51e4,NaN
138.508,NaN,5.51e4,NaN
138.509,NaN,5.51e4,NaN
138.51,NaN,5.51e4,NaN
138.511,NaN,5.51e4,NaN
138.512,NaN,5.51e4,NaN
138.513,NaN,5.51e4,NaN
138.514,NaN,5.51e4,NaN
138.515,NaN,5.51e4,NaN
138.516,NaN,5.51e4,NaN
138.517,NaN,5.51e4,NaN
138.518,NaN,5.51e4,NaN
138.519,NaN,5.51e4,NaN
138.52,NaN,5.51e4,NaN
138.521,NaN,5.51e4,NaN
138.522,NaN,5.509e4,NaN
138.523,NaN,5.509e4,NaN
138.524,NaN,5.509e4,NaN
138.525,NaN,5.509e4,NaN
138.526,NaN,5.509e4,NaN
138.527,NaN,5.509e4,NaN
138.528,NaN,5.509e4,NaN
138.529,NaN,5.509e4,NaN
138.53,NaN,5.509e4,NaN
138.531,NaN,5.509e4,NaN
138.532,NaN,5.509e4,NaN
138.533,NaN,5.509e4,NaN
138.534,NaN,5.509e4,NaN
138.535,NaN,5.509e4,NaN
138.536,NaN,5.509e4,NaN
138.537,NaN,5.509e4,NaN
138.538,NaN,5.509e4,NaN
138.539,NaN,5.509e4,NaN
138.54,NaN,5.509e4,NaN
